00:22:72|american micro-fuel device corp.
00:12:de|radio components sweden ab
00:13:01|irongate s.l.
00:12:f6|mdk co.,ltd.
00:12:f1|ifotec
00:12:f8|wni resources, llc
00:12:7c|swegon ab
00:12:78|international bar code
00:12:7a|sanyu industry co.,ltd.
00:12:68|ips d.o.o.
00:12:ac|ontimetek inc.
00:12:bc|echolab llc
00:12:bd|avantec manufacturing limited
00:12:ab|wilife, inc.
00:12:9b|e2s electronic engineering solutions, s.l.
00:12:98|mico electric(shenzhen) limited
00:12:72|redux communications ltd.
00:12:6a|optoelectronics co., ltd.
00:12:c0|hotlava systems, inc.
00:12:b7|ptw freiburg
00:12:a1|bluepacket communications co., ltd.
00:12:06|iquest (nz) ltd
00:12:07|head strong international limited
00:12:09|fastrax ltd
00:12:0b|chinasys technologies limited
00:12:05|terrasat communications, inc.
00:12:38|setabox technology co., ltd.
00:12:3c|second rule llc
00:12:3e|erune technology co., ltd.
00:12:54|spectra technologies holdings company ltd
00:12:4f|nvent
00:12:21|b.braun melsungen ag
00:12:12|plus  corporation
00:12:13|metrohm ag
00:12:18|aruze corporation
00:12:49|delta elettronica s.p.a.
00:12:4d|inducon bv
00:12:66|swisscom hospitality services sa
00:12:5e|caen
00:12:5d|cybernet inc.
00:12:23|pixim
00:12:3a|posystech inc., co.
00:12:34|camille bauer
00:11:e3|thomson, inc.
00:11:dc|glunz & jensen
00:11:96|actuality systems, inc.
00:11:87|category solutions, inc
00:11:90|digital design corporation
00:11:c4|terminales de telecomunicacion terrestre, s.l.
00:11:cb|jacobsons ab
00:11:f7|shenzhen forward industry co., ltd
00:11:d3|nextgentel holding asa
00:11:ab|trustable technology co.,ltd.
00:11:a5|fortuna electronic corp.
00:11:3c|micronas gmbh
00:11:31|unatech. co.,ltd
00:11:27|tasi, inc
00:11:2a|niko nv
00:11:2b|netmodule ag
00:11:6f|netforyou co., ltd.
00:11:71|dexter communications, inc.
00:11:67|integrated system solution corp.
00:11:6d|american time and signal
00:11:60|artdio company co., ltd
00:11:54|webpro technologies inc.
00:11:45|valuepoint networks
00:11:51|mykotronx
00:11:4e|690885 ontario inc.
00:11:2d|ipulse systems
00:11:7b|büchi  labortechnik ag
00:0f:ee|xtec, incorporated
00:0f:e4|pantech co.,ltd
00:0f:e7|lutron electronics co., inc.
00:0f:e6|mbtech systems, inc.
00:0f:da|yazaki corporation
00:0f:ef|thales e-transactions gmbh
00:0f:e9|gw technologies co.,ltd.
00:0f:e1|id digital corporation
00:0f:df|solomon technology corp.
00:0f:fe|g-pro computer
00:11:0b|franklin technology systems
00:11:05|sunplus technology co., ltd.
00:11:02|aurora multimedia corp.
00:11:23|appointech, inc.
00:11:0f|netplat,inc.
00:0f:d6|sarotech co., ltd
00:11:15|epin technologies, inc.
00:0f:c7|dionica r&d ltd.
00:0f:64|d&r electronica weesp bv
00:0f:75|first silicon solutions
00:0f:7c|acti corporation
00:0f:7a|beijing nuqx technology co.,ltd
00:0f:ad|fmn communications gmbh
00:0f:ab|kyushu electronics systems inc.
00:0f:ac|ieee 802.11
00:0f:72|sandburst
00:0f:b3|actiontec electronics, inc
00:0f:9c|panduit corp
00:0f:c8|chantry networks
00:0f:bb|nokia siemens networks gmbh & co. kg.
00:0f:bc|onkey technologies, inc.
00:0f:b6|europlex technologies
00:0f:b9|adaptive instruments
00:0f:98|avamax co. ltd.
00:0f:97|avanex corporation
00:0f:96|telco systems, inc. 
00:0f:8b|orion multisystems inc
00:0f:8c|gigawavetech pte ltd
00:0f:38|netstar
00:0f:3a|hisharp
00:0f:30|raza microelectronics inc
00:0f:53|solarflare communications inc.
00:0f:51|azul systems, inc.
00:0f:07|mangrove systems, inc.
00:0f:00|legra systems, inc.
00:0f:01|digitalks inc
00:0f:03|com&c co., ltd
00:0f:34|cisco systems, inc
00:0f:2e|megapower international corp.
00:0f:26|worldaccxx  llc
00:0f:45|stretch, inc.
00:0f:3b|fuji system machines co., ltd.
00:0f:37|xambala incorporated
00:0f:54|entrelogic corporation
00:0f:25|aimvalley b.v.
00:0f:19|boston scientific
00:0f:10|rdm corporation
00:0e:a8|united technologists europe limited
00:0e:aa|scalent systems, inc.
00:0e:ac|mintron enterprise co., ltd.
00:0e:ae|gawell technologies corp.
00:0e:ba|hanmi semiconductor co., ltd.
00:0e:bc|paragon fidelity gmbh
00:0e:c5|digital multitools inc
00:0e:c7|motorola korea
00:0e:8b|astarte technology co, ltd.
00:0e:df|plx technology
00:0e:e1|extremespeed inc.
00:0e:d7|cisco systems, inc
00:0e:d3|epicenter, inc.
00:0e:9d|tiscali uk ltd
00:0e:47|nci system co.,ltd.
00:0e:46|niigata seimitsu co.,ltd.
00:0e:1f|tcl networks equipment co., ltd.
00:0e:26|gincom technology corp.
00:0e:6c|device drivers limited
00:0e:6b|janitza electronics gmbh
00:0e:5f|activ-net gmbh & co. kg
00:0e:57|iworld networking, inc.
00:0e:67|eltis microelectronics ltd.
00:0e:65|transcore
00:0e:43|g-tek electronics sdn. bhd.
00:0e:44|digital 5, inc.
00:0e:74|solar telecom. tech
00:0e:7a|gemwon communications co., ltd.
00:0e:80|thomson technology inc
00:0e:85|catalyst enterprises, inc.
00:0e:32|kontron medical
00:0e:0b|netac technology co., ltd.
00:0e:11|bdt büro und datentechnik gmbh & co.kg 
00:0d:f5|teletronics international inc.
00:0d:f7|space dynamics lab
00:0d:eb|compxs limited
00:0d:ee|andrew rf power amplifier group
00:0d:ef|soc. coop. bilanciai
00:0d:e7|snap-on oem group
00:0d:c6|digirose technology co., ltd.
00:0d:c1|safeweb inc
00:0d:f0|qcom technology inc.
00:0d:e5|samsung thales
00:0d:c0|spagat as
00:0d:dd|profilo telra elektronik sanayi ve ticaret. a.Ş
00:0d:f8|orga kartensysteme gmbh
00:0e:16|southwing s.l.
00:0d:a7|private
00:0d:ad|dataprobe, inc.
00:0d:ab|parker hannifin gmbh electromechanical division europe
00:0d:a8|teletronics technology corporation
00:0d:79|dynamic solutions co,.ltd.
00:0d:6d|k-tech devices corp.
00:0d:af|plexus corp (uk) ltd
00:0d:b1|japan network service co., ltd.
00:0d:83|sanmina-sci hungary  ltd.
00:0d:7f|midas  communication technologies pte ltd ( foreign branch)
00:0d:75|kobian pte ltd - taiwan branch
00:0d:78|engineering & security
00:0d:9e|tokuden ohizumi seisakusyo co.,ltd.
00:0d:a3|emerging technologies limited
00:0d:a4|dosch & amand systems ag
00:0d:9a|infotec ltd
00:0d:6e|k-patents oy
00:0d:6a|redwood technologies ltd
00:0d:ba|océ document technologies gmbh
00:0d:bd|cisco systems, inc
00:0d:b5|globalsat technology corporation
00:0d:97|abb inc./tropos
00:0d:96|vtera technology inc.
00:0d:8b|t&d corporation
00:0d:90|factum electronics ab
00:0d:85|tapwave, inc.
00:0d:82|phsnet
00:0d:23|smart solution, inc
00:0d:27|microplex printware ag
00:0d:1b|kyoto electronics manufacturing co., ltd.
00:0d:1d|high-tek harness ent. co., ltd.
00:0d:02|nec platforms, ltd.
00:0d:07|calrec audio ltd
00:0d:40|verint loronix video solutions
00:0d:21|wiscore inc.
00:0d:09|yuehua(zhuhai) electronic co. ltd
00:0d:37|wiplug
00:0d:33|prediwave corp.
00:0d:2f|ain comm.tech.co., ltd
00:0d:5d|raritan computer, inc
00:0d:63|dent instruments, inc.
00:0d:66|cisco systems, inc
00:0c:cd|iec - tc57
00:0c:cb|design combus ltd
00:0c:c9|ilwoo data & technology co.,ltd
00:0c:e9|bloomberg l.p.
00:0c:ea|aphona kommunikationssysteme
00:0c:da|freehand systems, inc.
00:0c:f5|infoexpress
00:0c:ee|jp-embedded
00:0c:af|tri term co.,ltd.
00:0c:b3|round co.,ltd.
00:0c:dd|aos technologies ag
00:0c:a5|naman nz ltd
00:0c:a9|ebtron inc.
00:0c:fb|korea network systems
00:0c:7a|datarius technologies gmbh
00:0c:79|extel communications p/l
00:0c:75|oriental integrated electronics. ltd
00:0c:5d|chic technology (china) corp.
00:0c:4f|udtech japan corporation
00:0c:62|abb ab, cewe-control 
00:0c:4c|arcor ag&co.
00:0c:47|sk teletech(r&d planning team)
00:0c:6d|edwards ltd.
00:0c:70|acc gmbh
00:0c:6a|mbari
00:0c:6b|kurz industrie-elektronik gmbh
00:0c:9d|ubeeairwalk, inc.
00:0c:9f|nke corporation
00:0c:84|eazix, inc.
00:0c:85|cisco systems, inc
00:0c:3f|cogent defence & security networks,
00:0c:30|cisco systems, inc
00:0c:9a|hitech electronics corp.
00:0c:91|riverhead networks inc.
00:0b:da|eyecross co.,inc.
00:0b:d6|paxton access ltd
00:0b:d4|beijing wise technology & science development co.ltd
00:0c:1f|glimmerglass networks
00:0c:20|fi win, inc.
00:0c:15|cyberpower systems, inc.
00:0b:ff|berkeley camera engineering
00:0c:16|concorde microsystems inc.
00:0c:09|hitachi ie systems co., ltd
00:0b:e7|comflux technology inc.
00:0b:ec|nippon electric instrument, inc.
00:0c:02|abb oy
00:0b:71|litchfield communications inc.
00:0b:74|kingwave technology co., ltd.
00:0b:73|kodeos communications
00:0b:76|et&t technology co. ltd.
00:0b:5e|audio engineering society inc.
00:0b:60|cisco systems, inc
00:0b:65|sy.a.c. srl
00:0b:5f|cisco systems, inc
00:0b:61|friedrich lütze gmbh & co. kg
00:0b:59|scriptpro, llc
00:0b:5c|newtech co.,ltd
00:0b:7e|saginomiya seisakusho inc.
00:0b:80|lycium networks
00:0b:a7|maranti networks
00:0b:aa|aiphone co.,ltd
00:0b:a4|shiron satellite communications ltd. (1996)
00:0b:d0|ximeta technology americas inc.
00:0b:c5|smc networks, inc.
00:0b:c6|isac, inc.
00:0b:c1|bay microsystems, inc.
00:0b:8b|kerajet, s.a.
00:0b:89|top global technology, ltd.
00:0b:99|sensable technologies, inc.
00:0b:9c|tribeam technologies, inc.
00:0b:7c|telex communications
00:0b:83|datawatt b.v.
00:0b:20|hirata corporation
00:0b:22|environmental systems and services
00:0b:1b|systronix, inc.
00:0b:03|taekwang industrial co., ltd
00:0b:01|daiichi electronics co., ltd.
00:0b:3e|bittware, inc
00:0b:29|ls(lg) industrial systems co.,ltd
00:0b:39|keisoku giken co.,ltd.
00:0b:33|vivato technologies
00:0b:05|pacific broadband networks
00:0b:00|fujian start computer equipment co.,ltd
00:0b:5b|rincon research corporation
00:0a:f6|emerson climate technologies retail solutions, inc.
00:0b:11|himeji abc trading co.,ltd.
00:0b:41|ing. büro dr. beutlhauser
00:0a:ea|adam elektronik ltd. Şti
00:0a:e3|yang mei technology co., ltd
00:0a:dc|ruggedcom inc.
00:0a:b7|cisco systems, inc
00:0a:ad|stargames corporation
00:0a:b1|genetec corporation
00:0a:b9|astera technologies corp.
00:0a:90|bayside interactive, inc.
00:0a:9d|king young technology co. ltd.
00:0a:a1|v v s limited
00:0a:a4|shanghai surveillance technology co,ltd
00:0a:9e|broadweb corportation
00:0a:e0|fujitsu softek
00:0a:8b|cisco systems, inc
00:0a:88|incypher s.a.
00:0a:bb|taiwan secom co,. ltd
00:0a:7c|tecton ltd
00:0a:6e|harmonic, inc
00:0a:6d|eks elektronikservice gmbh
00:0a:43|chunghwa telecom co., ltd.
00:0a:45|audio-technica corp.
00:0a:35|xilinx
00:0a:3b|gct semiconductor, inc
00:0a:74|manticom networks inc.
00:0a:6f|zyflex technologies inc
00:0a:63|dhd gmbh
00:0a:2e|maple networks co., ltd
00:0a:2d|cabot communications limited
00:0a:25|ceragon networks
00:0a:21|integra telecom co. ltd
00:0a:1e|red-m products limited
00:0a:4b|datapower technology, inc.
00:0a:33|emulex corporation
00:0a:67|ongcorp
00:09:f9|art japan co., ltd.
00:09:fc|ipflex inc.
00:09:fd|ubinetics limited
00:09:f7|sed, a division of calian
00:09:e2|sinbon electronics co., ltd.
00:09:da|control module inc.
00:09:d7|dc security products
00:09:d8|fält communications ab
00:0a:14|teco a.s.
00:0a:0b|sealevel systems, inc.
00:0a:10|fast media integrations ag
00:09:db|espace
00:09:d5|signal communication, inc.
00:09:d3|western datacom co., inc.
00:09:bc|utility, inc
00:09:be|mamiya-op co.,ltd.
00:09:e6|cyber switching inc.
00:09:fb|philips patient monitoring
00:09:8f|cetacean networks
00:09:87|nishi nippon electric wire & cable co.,ltd.
00:09:89|vividlogic inc.
00:09:86|metalink ltd.
00:09:8c|option wireless sweden
00:09:85|auto telecom company
00:09:8d|velocity semiconductor
00:09:81|newport networks
00:09:55|young generation international corp.
00:09:4a|homenet communications
00:09:4b|fillfactory nv
00:09:4d|braintree communications pty ltd
00:09:50|independent storage corporation
00:09:54|amit spol. s. r. o.
00:09:92|interepoch technology,inc.
00:09:95|castle technology ltd
00:09:98|capinfo company limited
00:09:b6|cisco systems, inc
00:09:b3|mcm systems ltd
00:09:5c|philips medical systems - cardiac and monitoring systems (cm
00:09:58|intelnet s.a.
00:09:a3|leadfly techologies corp. ltd.
00:09:a5|hansung eletronic industries development co., ltd
00:09:62|sonitor technologies as
00:09:5d|dialogue technology corp.
00:09:9a|elmo company, limited
00:09:9c|naval research laboratory
00:09:84|mycasa network inc.
00:09:2b|iqstor networks, inc.
00:09:26|yoda communications, inc.
00:09:27|toyokeiki co.,ltd.
00:09:23|heaman system co., ltd
00:09:1d|proteam computer corporation
00:08:eb|romwin co.,ltd.
00:08:e8|excel master ltd.
00:08:dc|wiznet
00:08:dd|telena communications, inc.
00:08:e1|barix ag
00:09:09|telenor connect a/s
00:09:0a|snedfar technology co., ltd.
00:09:2c|hitpoint inc.
00:09:03|panasas, inc
00:09:07|chrysalis development
00:09:06|esteem networks
00:09:52|auerswald gmbh & co. kg
00:09:44|cisco systems, inc
00:08:fb|sonosite, inc.
00:08:ee|logic product development
00:09:17|wem technology inc
00:08:81|digital hands co.,ltd.
00:08:82|sigma corporation
00:08:73|daptechnology b.v.
00:08:7a|wipotec gmbh
00:08:71|northdata co., ltd.
00:08:b2|shenzhen compass technology development co.,ltd
00:08:b1|proquent systems
00:08:af|novatec corporation
00:08:a6|multiware & image co., ltd.
00:08:7e|bon electro-telecom inc.
00:08:80|broadtel canada communications inc.
00:08:6d|missouri freenet
00:08:d4|ineoquest technologies, inc
00:08:d6|hassnet inc.
00:08:ce|ipmobilenet inc.
00:08:c2|cisco systems, inc
00:08:c0|asa systems
00:08:a3|cisco systems, inc
00:08:9e|beijing enter-net co.ltd
00:08:b4|syspol
00:08:b3|fastwel
00:08:8e|nihon computer co., ltd.
00:08:da|sofaware technologies ltd.
00:07:d5|3e technologies int;., inc.
00:07:db|kirana networks, inc.
00:08:6a|securiton gmbh
00:08:63|entrisphere inc.
00:08:66|dsx access systems, inc.
00:07:ef|lockheed martin tactical systems
00:07:f4|eletex co., ltd.
00:07:dd|cradle technologies
00:08:1b|windigo systems
00:07:ff|gluon networks
00:07:f7|galtronics
00:08:5f|picanol n.v.
00:08:52|davolink co. inc.
00:08:04|ica inc.
00:08:57|polaris networks, inc.
00:07:8b|wegener communications, inc.
00:07:83|syncom network, inc.
00:07:87|idea system co., ltd.
00:07:b9|ginganet corporation
00:04:7f|chr. mayr gmbh & co. kg
00:04:7b|schlumberger
00:07:b4|cisco systems, inc
00:07:b3|cisco systems, inc
00:07:b5|any one wireless ltd.
00:07:85|cisco systems, inc
00:07:75|valence semiconductor, inc.
00:07:93|shin satellite public company limited
00:07:96|lsi systems, inc.
00:07:7f|j communications co., ltd.
00:07:71|embedded system corporation
00:07:70|ubiquoss inc
00:07:d1|spectrum signal processing inc.
00:07:a2|opteon corporation
00:06:f8|the boeing company
00:06:fb|hitachi printing solutions, ltd.
00:06:fc|fnet co., ltd.
00:06:f4|prime electronics & satellitics inc.
00:07:38|young technology co., ltd.
00:07:29|kistler instrumente ag
00:07:2a|innovance networks
00:07:4a|carl valentin gmbh
00:07:3c|telecom design
00:07:36|data video technologies co., ltd.
00:07:50|cisco systems, inc
00:07:42|ormazabal
00:07:4b|daihen corporation
00:07:64|youngwoo telecom co. ltd.
00:07:66|chou chin industrial co., ltd.
00:07:61|29530
00:07:55|lafon
00:07:59|boris manufacturing corp.
00:07:51|m-u-t ag
00:07:19|mobiis co., ltd.
00:07:0d|cisco systems, inc
00:07:0e|cisco systems, inc
00:07:0b|novabase sgps, sa
00:07:10|adax, inc.
00:06:e8|optical network testing, inc.
00:06:ee|shenyang neu-era information & technology stock co., ltd
00:06:e2|ceemax technology co., ltd.
00:06:a5|pinon corp.
00:06:9d|petards ltd
00:06:a8|kc technology, inc.
00:06:a0|mx imaging
00:06:be|baumer optronic gmbh
00:06:ba|westwave communications
00:06:c4|piolink inc.
00:06:b5|source photonics, inc.
00:06:8f|telemonitor, inc.
00:06:da|itran communications ltd.
00:06:d0|elgar electronics corp.
00:06:cc|jmi electronics co., ltd.
00:06:bf|accella technologies co., ltd.
00:06:90|euracom communication gmbh
00:06:e1|techno trade s.a
00:06:2e|aristos logic corp.
00:06:24|gentner communications corp.
00:06:25|the linksys group, inc.
00:06:27|uniwide technologies, inc.
00:06:2a|cisco systems, inc
00:06:2c|bivio networks
00:06:21|hinox, co., ltd.
00:06:4e|broad net technology inc.
00:06:2d|touchstar technologies, l.l.c.
00:06:46|shenzhen xunbao network technology co ltd
00:06:4b|alexon co., ltd.
00:06:3c|intrinsyc software international inc.
00:06:30|adtranz sweden
00:06:37|toptrend-meta information (shenzhen) inc.
00:06:1c|hoshino metal industries, ltd.
00:06:23|mge ups systems france
00:06:0b|artesyn embedded technologies
00:06:7e|wincom systems, inc.
00:06:77|sick ag
00:06:66|roving networks
00:06:67|tripp lite
00:06:4d|sencore
00:06:60|nadex co., ltd.
00:06:79|konami corporation
00:06:6c|robinson corporation
00:06:15|kimoto electric co., ltd.
00:06:0a|blue2space
00:05:ce|prolink microsystems corporation
00:05:c2|soronti, inc.
00:05:df|electronic innovation, inc.
00:05:de|gi fone korea, inc.
00:05:e0|empirix corp.
00:05:d8|arescom, inc.
00:05:e4|red lion controls inc.
00:05:f2|power r, inc.
00:05:f3|webyn
00:06:01|otanikeiki co., ltd.
00:06:05|inncom international, inc.
00:05:fa|ipoptical, inc.
00:05:e5|renishaw plc
00:05:f5|geospace technologies
00:05:fd|packetlight networks ltd.
00:05:d4|futuresmart networks, inc.
00:05:c4|telect, inc.
00:05:a3|qei, inc.
00:05:9e|zinwell corporation
00:05:a5|kott
00:05:b3|asahi-engineering co., ltd.
00:05:9d|daniel computing systems, inc.
00:05:a4|lucid voice ltd.
00:05:63|j-works, inc.
00:05:57|agile tv corporation
00:05:5b|charles industries, ltd.
00:05:54|rangestar wireless
00:05:53|dvc company, inc.
00:05:66|secui.com corporation
00:05:6c|hung chang co., ltd.
00:05:5f|cisco systems, inc
00:05:5d|d-link systems, inc.
00:05:61|nac image technology, inc.
00:05:94|hms industrial networks
00:05:6f|innomedia technologies pvt. ltd.
00:05:74|cisco systems, inc
00:05:67|etymonic design, inc.
00:05:65|tailyn communication company ltd.
00:05:8e|flextronics international gmbh & co. nfg. kg
00:05:32|cisco systems, inc
00:05:36|danam communications, inc.
00:05:42|otari, inc.
00:05:37|nets technology co., ltd.
00:05:7c|rco security ab
00:05:83|imagecom limited
00:05:4b|eaton automation ag
00:04:c8|liba maschinenfabrik gmbh
00:04:cc|peek traffic b.v.
00:04:bf|versalogic corp.
